Direct Whole Methylome Sequencing (gDNA)	02	25-155-0002	MR_HMW_10_2
Direct Whole Methylome Sequencing (gDNA)	03	25-155-0003	MR_HMW_10_3
Direct Whole Methylome Sequencing (gDNA)	01	25-155-0001	MR_HMW_10_1
Direct Whole Methylome Sequencing (gDNA)	04	25-155-0004	MR_HMW_10_4
