task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
1	d6/f163aa	728134	WBLAUTOMATED:WBL_PIPELINE:PARSE_JSON (250604-A)	COMPLETED	0	2025-07-15 16:26:08.228	1.7s	435ms	20.3%	13.5 MB	20.7 MB	4.1 MB	3.6 KB
2	58/56fb6f	728800	WBLAUTOMATED:WBL_PIPELINE:MERGE_BAMS (MR_HMW_10_3)	COMPLETED	0	2025-07-15 16:26:10.236	1.7s	216ms	80.8%	10.5 MB	18.8 MB	3.8 MB	2.8 MB
3	51/c2aa2f	728823	WBLAUTOMATED:WBL_PIPELINE:MERGE_BAMS (MR_HMW_10_1)	COMPLETED	0	2025-07-15 16:26:10.243	1.9s	304ms	80.6%	10.5 MB	18.8 MB	6.3 MB	4.3 MB
4	79/b21375	728839	WBLAUTOMATED:WBL_PIPELINE:MERGE_BAMS (MR_HMW_10_4)	COMPLETED	0	2025-07-15 16:26:10.246	2.2s	663ms	86.7%	10.5 MB	18.8 MB	15.7 MB	10.2 MB
5	19/8a8c78	728809	WBLAUTOMATED:WBL_PIPELINE:MERGE_BAMS (MR_HMW_10_2)	COMPLETED	0	2025-07-15 16:26:10.239	2.6s	309ms	85.6%	10.5 MB	18.8 MB	6.6 MB	4.5 MB
6	31/83e955	729524	WBLAUTOMATED:WBL_PIPELINE:ALIGN (MR_HMW_10_3)	ABORTED	-	2025-07-15 16:26:12.132	-	-	-	-	-	-	-
7	09/b22fd6	729559	WBLAUTOMATED:WBL_PIPELINE:ALIGN (MR_HMW_10_1)	ABORTED	-	2025-07-15 16:26:12.144	-	-	-	-	-	-	-
8	47/9ebcbe	729872	WBLAUTOMATED:WBL_PIPELINE:ALIGN (MR_HMW_10_4)	ABORTED	-	2025-07-15 16:26:12.827	-	-	-	-	-	-	-
